mouse_button_1,mouse_button_3,mouse_X,mouse_Y
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
0.0,0.0,1030,322
